Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,Combined_ARIA_Mileage,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,carname
Hyundai,Verna,1.6 Vtvt Sx (O),1172999,1591.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,45.0,Petrol,1445.0,4440.0,1729.0,Sedan,4.0,15.1,17.19,17.7,,5.0,165.0,Ventilated Disc,Drum,MacPherson struts with coil spring,Couple Torsion Beam Axle,1520.0,1525.0,195/55 R16,195/55 R16,Electric Power,All Windows,No,Smart Key,123PS@6400rpm,151Nm@4850rpm,Digital,Analog,Analog,Yes,5.0,Leather,Manual,2600.0,195 / 55 R16,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,"With Remote, Internal",465.0,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,No,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,All Rows,1750.0,"Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Curtain airbags, Driver frontal airbag",Yes,Yes,Yes,Yes,6.0,17.3:1,"Rake, Reach",Rear sensors with camera,Yes,Yes,No,No,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,No,Manual Adjustment,Yes,Yes,No,Cup Holders,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Hyundai-Verna
Hyundai,Verna,1.6 Crdi Sx Plus At,1328545,1582.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45.0,Diesel,1445.0,4440.0,1729.0,Sedan,4.0,14.0,17.0,17.1,,4.0,165.0,Ventilated Disc,Drum,McPherson struts with coil spring,Couple Torsion Beam Axle,1520.0,1525.0,195/55R16,195/55R16,Electric Power,All Windows,No,Yes,128ps@4000rpm,260Nm@1500-3000rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Automatic,2600.0,195/55R16,No,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,"With Remote, Internal",465.0,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,No,No,No,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,Front Row,1750.0,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,No,2.0,,"Rake, Reach",Rear sensors with camera,Yes,Yes,No,No,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,No,Manual Adjustment,No,Yes,No,Cup Holders,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Hyundai-Verna
Hyundai,Verna,1.6 Vtvt Sx(O) At,1287999,1591.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,45.0,Petrol,1445.0,4440.0,1729.0,Sedan,4.0,15.1,17.19,17.7,,4.0,165.0,Ventilated Disc,Drum,McPherson struts with coil spring,Couple Torsion Beam Axle,1520.0,1525.0,195/55 R16,195/55 R16,Electric Power,All Windows,No,Smart Key,123PS@6400rpm,155Nm@4850rpm,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,2600.0,195 / 55 R16,No,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,"Internal, With Remote",465.0,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,No,No,No,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,All Rows,1750.0,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Curtain airbags",Yes,Yes,Yes,No,6.0,,"Rake, Reach",Rear sensors with camera,Yes,Yes,No,No,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,No,Manual Adjustment,No,Yes,No,Cup Holders,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Hyundai-Verna
Hyundai,Verna,1.4 Vtvt Ex,933182,1396.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45.0,Petrol,1445.0,4440.0,1729.0,Sedan,4.0,15.1,17.19,19.1,,5.0,165.0,Ventilated Disc,Drum,MacPherson struts with coil spring,Couple Torsion Beam Axle,1520.0,1525.0,195/55R16,195/55R16,Electric Power,All Windows,No,Yes,100PS@6000rpm,133Nm@4000rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2600.0,195/55R16,No,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,Internal,465.0,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,No,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,Front Row,1750.0,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,Rear sensors with camera,Yes,Yes,No,No,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,No,Manual Adjustment,No,Yes,No,Cup Holders,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Hyundai-Verna
Hyundai,Verna,1.4 Vtvt E,817867,1396.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45.0,Petrol,1445.0,4440.0,1729.0,Sedan,4.0,15.1,17.19,19.1,,5.0,165.0,Ventilated Disc,Drum,MacPherson struts with coil spring,Couple Torsion Beam Axle,1520.0,1525.0,195/55R16,195/55R16,Electric Power,All Windows,No,No,100PS@6000rpm,133Nm@4000rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2600.0,195/55R16,No,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,No,Internal,465.0,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,No,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,Front Row,1750.0,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,No,Yes,Yes,No,No,Yes,Touch Sensitive,No,Yes,No,Manual Adjustment,No,No,No,Cup Holders,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Hyundai-Verna
Hyundai,Verna,1.6 Vtvt Sx (O) Anniversary Edition,1178894,1591.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,45.0,Petrol,1445.0,4440.0,1729.0,Sedan,4.0,15.1,17.19,17.7,,5.0,165.0,Ventilated Disc,Drum,MacPherson struts with coil spring,Couple Torsion Beam Axle,1520.0,1525.0,195/55 R16,195/55 R16,Electric Power,All Windows,No,Smart Key,123PS@6400rpm,151Nm@4850rpm,Digital,Analog,Analog,Yes,5.0,Leather,Manual,2600.0,195 / 55 R16,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,"With Remote, Internal",465.0,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,No,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,All Rows,1750.0,"Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Curtain airbags, Driver frontal airbag",Yes,Yes,Yes,Yes,6.0,17.3:1,"Rake, Reach",Rear sensors with camera,Yes,Yes,No,No,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,No,Manual Adjustment,Yes,Yes,No,Cup Holders,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Hyundai-Verna
Hyundai,Verna,1.6 Vtvt Sx Plus At,1162875,1591.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,45.0,Petrol,1445.0,4440.0,1729.0,Sedan,4.0,15.1,17.19,17.7,,6.0,165.0,Ventilated Disc,Drum,McPherson struts with coil spring,Couple Torsion Beam Axle,1520.0,1525.0,195/55 R16,195/55 R16,Electric Power,All Windows,No,Smart Key,123PS@6400rpm,155Nm@4850rpm,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,2600.0,195 / 55 R16,No,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,"Internal, With Remote",465.0,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,No,No,No,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,All Rows,1750.0,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Curtain airbags",Yes,Yes,Yes,No,6.0,,"Rake, Reach",Rear sensors with camera,Yes,Yes,No,No,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,No,Manual Adjustment,No,Yes,No,Cup Holders,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Hyundai-Verna
Hyundai,Verna,1.6 Crdi Sx(O) At,1407871,1582.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45.0,Diesel,1445.0,4440.0,1729.0,Sedan,4.0,14.0,17.0,17.1,,6.0,165.0,Ventilated Disc,Drum,McPherson struts with coil spring,Couple Torsion Beam Axle,1520.0,1525.0,195/55R16,195/55R16,Electric Power,All Windows,No,Yes,128ps@4000rpm,260Nm@1500-3000rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Automatic,2600.0,195/55R16,No,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,"With Remote, Internal",465.0,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,No,No,No,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,Front Row,1750.0,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,No,2.0,,"Rake, Reach",Rear sensors with camera,Yes,Yes,No,No,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,No,Manual Adjustment,No,Yes,No,Cup Holders,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Hyundai-Verna
Hyundai,Verna,1.4 Crdi E,942867,1396.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45.0,Diesel,1445.0,4440.0,1729.0,Sedan,4.0,15.1,17.19,20.03491914893617,,5.0,165.0,Ventilated Disc,Drum,MacPherson struts with coil spring,Couple Torsion Beam Axle,1520.0,1525.0,195/55R16,195/55R16,Electric Power,All Windows,No,No,100PS@6000rpm,133Nm@4000rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2600.0,195/55R16,No,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,No,Internal,465.0,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,No,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,Front Row,1750.0,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,No,Yes,Yes,No,No,Yes,Touch Sensitive,No,Yes,No,Manual Adjustment,No,No,No,Cup Holders,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Hyundai-Verna
Hyundai,Verna,1.4 Crdi Ex,999900,1396.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45.0,Diesel,1445.0,4440.0,1729.0,Sedan,4.0,15.1,17.19,20.03491914893617,,5.0,165.0,Ventilated Disc,Drum,MacPherson struts with coil spring,Couple Torsion Beam Axle,1520.0,1525.0,195/55R16,195/55R16,Electric Power,All Windows,No,Yes,100PS@6000rpm,133Nm@4000rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2600.0,195/55R16,No,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,Internal,465.0,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,No,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,Front Row,1750.0,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,Rear sensors with camera,Yes,Yes,No,No,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,No,Manual Adjustment,No,Yes,No,Cup Holders,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Hyundai-Verna
Mahindra,Xuv300,1.2 W4,830127,1197.0,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,42.0,Petrol,1617.0,3995.0,1821.0,SUV,5.0,15.1,17.19,17.0,,6.0,180.0,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,1520.0,1525.0,205/65 R16,205/65 R16,Yes,Only Front Windows,No,No,109bhp@5000RPM,200Nm@2000rpm,Yes,Yes,Yes,Yes,5.0,Fabric,Manual,2600.0,205/65 R16,No,Yes,Not on offer,No,Yes,,No,Manual,259.0,No,Yes,Yes,Digital,Yes,Yes,Yes,Yes,,No,Manual,Yes,Manual,Digital,Yes,5.3,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,1750.0,"Driver frontal airbag, Front passenger frontal airbag",No,Yes,Yes,Yes,2.0,,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Mahindra-Xuv300
Mahindra,Xuv300,1.2 W6,915128,1197.0,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,42.0,Petrol,1617.0,3995.0,1821.0,SUV,5.0,15.1,17.19,17.0,,6.0,180.0,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,1520.0,1525.0,205/65 R16,205/65 R16,Yes,Only Front Windows,No,Yes,109bhp@5000RPM,200Nm@2000rpm,Yes,Yes,Yes,Yes,5.0,Fabric,Manual,2600.0,205/65 R16,No,Yes,CD Player with USB & Aux-in,Yes,No,,Yes,Manual,259.0,Yes,Yes,Yes,Digital,Yes,Yes,Yes,Yes,,Yes,Manual,Yes,Manual,Digital,Yes,5.3,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,No,No,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,No,Yes,1750.0,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,No,2.0,,Yes,No,Yes,Yes,No,No,No,Touch Sensitive,Yes,No,Yes,Manual Adjustment,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Mahindra-Xuv300
Mahindra,Xuv300,1.2 W8,1060129,1197.0,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,42.0,Petrol,1617.0,3995.0,1821.0,SUV,5.0,15.1,17.19,17.0,,6.0,180.0,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,1520.0,1525.0,205/65 R16,205/65 R16,Yes,All Windows,Yes,Yes,109bhp@5000RPM,200Nm@2000rpm,Yes,Yes,Yes,Yes,5.0,Leather,Manual,2600.0,205/65 R16,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,Manual,259.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Manual,Yes,Manual,Digital,Yes,5.3,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,No,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,1750.0,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Yes,Rear sensors with camera,Yes,Yes,No,No,No,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Mahindra-Xuv300
Mahindra,Xuv300,1.2 W8(O),1184129,1197.0,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,42.0,Petrol,1617.0,3995.0,1821.0,SUV,5.0,15.1,17.19,17.0,,6.0,180.0,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,1520.0,1525.0,205/65 R16,205/65 R16,Yes,All Windows,No,Yes,109bhp@5000RPM,200Nm@2000rpm,Yes,Yes,Yes,Yes,5.0,Leather,Manual,2600.0,205/65 R16,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,Manual,259.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,,Yes,Manual,Yes,Manual,Digital,Yes,5.3,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,No,No,No,Normal,Yes,No,No,No,No,No,No,Yes,Yes,Yes,1750.0,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,Yes,Yes,2.0,,Yes,Front and rear sensors with camera,Yes,Yes,No,No,No,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Mahindra-Xuv300
Mahindra,Xuv300,1.5 W4,869131,1497.0,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,42.0,Diesel,1617.0,3995.0,1821.0,SUV,5.0,15.1,17.19,20.0,,6.0,180.0,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,1520.0,1525.0,205/65 R16,205/65 R16,Yes,All Windows,No,No,115bhp@3750rpm,300Nm@1500rpm,Yes,Yes,Yes,Yes,5.0,Fabric,Manual,2600.0,205/65 R16,No,Yes,Not on offer,No,Yes,,No,Manual,259.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,No,Internal,Yes,Manual,Digital,Yes,5.3,Yes,Driver Only,Not Applicable,Manual Air conditioning with cooling and heating,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,No,No,No,Yes,No,Yes,1750.0,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Yes,Rear sensors,Yes,No,No,No,No,No,No,No,No,Manual Adjustment,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Mahindra-Xuv300
Mahindra,Xuv300,1.5 W6,950131,1497.0,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,42.0,Diesel,1617.0,3995.0,1821.0,SUV,5.0,15.1,17.19,20.0,,6.0,180.0,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,1520.0,1525.0,205/65 R16,205/65 R16,Yes,All Windows,Yes,Yes,115bhp@3750rpm,300Nm@1500rpm,Yes,Yes,Yes,Yes,5.0,Leather,Manual,2600.0,205/65 R16,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,Manual,259.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Manual,Yes,Manual,Digital,Yes,5.3,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,No,No,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,1750.0,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,Yes,No,2.0,,Yes,Rear sensors with camera,Yes,Yes,No,No,No,Touch Sensitive,Multifunction Steering Wheel,No,No,Manual Adjustment,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Mahindra-Xuv300
Mahindra,Xuv300,1.5 W8,1095129,1497.0,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,42.0,Diesel,1617.0,3995.0,1821.0,SUV,5.0,15.1,17.19,20.0,,6.0,180.0,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,1520.0,1525.0,205/65 R16,205/65 R16,Yes,All Windows,No,Yes,115bhp@3750rpm,300Nm@1500rpm,Yes,Yes,Yes,Yes,5.0,Leather,Manual,2600.0,205/65 R16,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,Manual,259.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Manual,Yes,Manual,Digital,Yes,5.3,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,All Rows,1750.0,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,"Rake, Reach",Rear sensors with camera,Yes,Yes,No,No,No,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Mahindra-Xuv300
Mahindra,Xuv300,1.5 W8 (O),1214130,1497.0,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,42.0,Diesel,1617.0,3995.0,1821.0,SUV,5.0,15.1,17.19,20.0,,6.0,180.0,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,1520.0,1525.0,205/65 R16,205/65 R16,Yes,All Windows,No,Yes,115bhp@3750rpm,300Nm@1500rpm,Yes,Yes,Yes,Yes,5.0,Leather,Manual,2600.0,205/65 R16,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,Manual,259.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Manual,Yes,Manual,Digital,Yes,5.3,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,1750.0,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Yes,Front & rear sensors with 360 degree view,Yes,Yes,No,No,No,Touch Sensitive,Multifunction Steering Wheel,No,Yes,Semi Automatic Adjustment,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Mahindra-Xuv300
Mahindra,Xuv300,1.5 W8 Amt,1149800,1497.0,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,42.0,Diesel,1617.0,3995.0,1821.0,SUV,5.0,15.1,17.19,20.0,,6.0,180.0,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,1520.0,1525.0,205/65 R16,205/65 R16,Yes,All Windows,No,Yes,115bhp@3750rpm,300Nm@1500rpm,Yes,Yes,Yes,Yes,5.0,Leather,Automatic,2600.0,205/65 R16,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,Manual,259.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Manual,Yes,Manual,Digital,Yes,5.3,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,All Rows,1750.0,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,"Rake, Reach",Rear sensors with camera,Yes,Yes,No,No,No,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Mahindra-Xuv300
